Material,Material Text,Node,Available Supply,Projected_Shortage_Qty,Need_in_days,daily_shortage_cost,Demand
6009,Example Material-6009,1645,571400,0,0,1000,41903
6010,Example Material-6010,1020,9377,58586,26,1000,67963
6010,Example Material-6010,1100,376571,0,0,1000,44488
6010,Example Material-6010,1415,891929,0,0,1000,322249
6010,Example Material-6010,1645,889580,0,0,1000,104269
6011,Example Material-6011,1020,295877,50770,18,1000,346647
6011,Example Material-6011,1100,410164,0,0,1000,347182
6011,Example Material-6011,1415,725987,0,0,1000,257637
6011,Example Material-6011,1645,927802,0,0,1000,399171
6012,Example Material-6012,1020,535648,0,0,1000,373745
6012,Example Material-6012,1100,234018,0,0,1000,143493
6012,Example Material-6012,1415,673377,0,0,1000,50639
6012,Example Material-6012,1645,668239,0,0,1000,242435
6013,Example Material-6013,1020,749560,0,0,1000,300698
6013,Example Material-6013,1100,842695,0,0,1000,167622
6013,Example Material-6013,1415,212804,0,0,1000,165462
6013,Example Material-6013,1645,130649,0,0,1000,42671
6014,Example Material-6014,1020,495308,0,0,1000,5775
6014,Example Material-6014,1100,550483,0,0,1000,135718
6014,Example Material-6014,1415,68745,124875,4,1000,193620
6014,Example Material-6014,1645,71453,215191,22,1000,286644
6015,Example Material-6015,1020,87362,274513,6,1000,361875
6015,Example Material-6015,1100,376137,0,0,1000,151671
6015,Example Material-6015,1415,651993,0,0,1000,140274
6015,Example Material-6015,1645,666,366848,24,1000,367514
6016,Example Material-6016,1020,105785,112726,8,1000,218511
6016,Example Material-6016,1100,705174,0,0,1000,123383
6016,Example Material-6016,1415,295913,64367,7,1000,360280
6016,Example Material-6016,1645,147129,239007,8,1000,386136
6017,Example Material-6017,1020,613471,0,0,1000,351846
6017,Example Material-6017,1100,987247,0,0,1000,24795
6017,Example Material-6017,1415,104658,120344,10,1000,225002
6017,Example Material-6017,1645,265920,118905,16,1000,384825
6018,Example Material-6018,1020,716793,0,0,1000,360695
6018,Example Material-6018,1100,600493,0,0,1000,17446
6018,Example Material-6018,1415,586339,0,0,1000,181780
6018,Example Material-6018,1645,959207,0,0,1000,131032
6019,Example Material-6019,1020,481627,0,0,1000,350408
6019,Example Material-6019,1100,541022,0,0,1000,251380
6019,Example Material-6019,1415,699020,0,0,1000,233227
6019,Example Material-6019,1645,191682,0,0,1000,78926
6020,Example Material-6020,1020,683056,0,0,1000,356322
6020,Example Material-6020,1100,569611,0,0,1000,286032
6020,Example Material-6020,1415,122284,153765,30,1000,276049
6020,Example Material-6020,1645,422028,0,0,1000,128676
6021,Example Material-6021,1020,947547,0,0,1000,28662
6021,Example Material-6021,1100,89653,174085,18,1000,263738
6021,Example Material-6021,1415,586525,0,0,1000,388081
6021,Example Material-6021,1645,726717,0,0,1000,185740
6022,Example Material-6022,1020,190479,140714,7,1000,331193
6022,Example Material-6022,1100,40912,296910,3,1000,337822
6022,Example Material-6022,1415,255411,115890,11,1000,371301
6022,Example Material-6022,1645,125054,0,0,1000,107224
6023,Example Material-6023,1020,57225,123190,10,1000,180415
6023,Example Material-6023,1100,120619,67384,2,1000,188003
6023,Example Material-6023,1415,97378,204504,6,1000,301882
6023,Example Material-6023,1645,798856,0,0,1000,84785
6024,Example Material-6024,1020,826557,0,0,1000,194233
6024,Example Material-6024,1100,935618,0,0,1000,119560
6024,Example Material-6024,1415,304765,18829,25,1000,323594
6024,Example Material-6024,1645,23400,241778,12,1000,265178
6025,Example Material-6025,1020,5007,224148,5,1000,229155
6025,Example Material-6025,1100,728519,0,0,1000,99875
6025,Example Material-6025,1415,583886,0,0,1000,19187
6025,Example Material-6025,1645,838031,0,0,1000,22561
6026,Example Material-6026,1020,956788,0,0,1000,287860
6026,Example Material-6026,1100,365673,0,0,1000,135079
6026,Example Material-6026,1415,280400,0,0,1000,260901
6026,Example Material-6026,1645,89212,124923,16,1000,214135
6027,Example Material-6027,1020,116540,190897,8,1000,307437
6027,Example Material-6027,1100,434560,0,0,1000,392463
6027,Example Material-6027,1415,341994,0,0,1000,226220
6027,Example Material-6027,1645,948941,0,0,1000,53610
6028,Example Material-6028,1020,982508,0,0,1000,114852
6028,Example Material-6028,1100,867521,0,0,1000,343053
6028,Example Material-6028,1415,293140,0,0,1000,162029
6028,Example Material-6028,1645,881364,0,0,1000,111581
6029,Example Material-6029,1020,725304,0,0,1000,386624
6029,Example Material-6029,1100,345382,0,0,1000,200967
6029,Example Material-6029,1415,902048,0,0,1000,17960
6029,Example Material-6029,1645,1269,343009,14,1000,344278
6030,Example Material-6030,1020,973702,0,0,1000,90482
6030,Example Material-6030,1100,71469,250871,1,1000,322340
6030,Example Material-6030,1415,548029,0,0,1000,355550
6030,Example Material-6030,1645,529206,0,0,1000,234899
6031,Example Material-6031,1020,359222,0,0,1000,355704
6031,Example Material-6031,1100,487946,0,0,1000,367775
6031,Example Material-6031,1415,244938,0,0,1000,150572
6031,Example Material-6031,1645,81275,94776,16,1000,176051
6032,Example Material-6032,1020,695009,0,0,1000,94126
6032,Example Material-6032,1100,922836,0,0,1000,273329
6032,Example Material-6032,1415,611084,0,0,1000,189795
6032,Example Material-6032,1645,797855,0,0,1000,397104
6033,Example Material-6033,1020,699478,0,0,1000,372520
6033,Example Material-6033,1100,25576,335929,1,1000,361505
6033,Example Material-6033,1415,88722,205306,11,1000,294028
6033,Example Material-6033,1645,404562,0,0,1000,157601
6034,Example Material-6034,1020,446809,0,0,1000,374777
6034,Example Material-6034,1100,491026,0,0,1000,282158
6034,Example Material-6034,1415,858904,0,0,1000,65555
6034,Example Material-6034,1645,133842,145541,7,1000,279383
6035,Example Material-6035,1020,736942,0,0,1000,207493
6035,Example Material-6035,1100,449905,0,0,1000,162875
6035,Example Material-6035,1415,268943,0,0,1000,246453
6035,Example Material-6035,1645,760301,0,0,1000,172671
6036,Example Material-6036,1020,629260,0,0,1000,223756
6036,Example Material-6036,1100,850959,0,0,1000,352973
6036,Example Material-6036,1415,64068,176575,13,1000,240643
6036,Example Material-6036,1645,244659,78034,7,1000,322693
6037,Example Material-6037,1020,900679,0,0,1000,306514
6037,Example Material-6037,1100,141277,157210,12,1000,298487
6037,Example Material-6037,1415,62174,0,0,1000,39672
6037,Example Material-6037,1645,69366,259509,23,1000,328875
6038,Example Material-6038,1020,225700,21426,11,1000,247126
6038,Example Material-6038,1100,685219,0,0,1000,216392
6038,Example Material-6038,1415,420983,0,0,1000,398224
6038,Example Material-6038,1645,586582,0,0,1000,88900
6039,Example Material-6039,1020,700395,0,0,1000,524
6039,Example Material-6039,1100,193346,141604,17,1000,334950
6039,Example Material-6039,1415,728797,0,0,1000,157294
6039,Example Material-6039,1645,497140,0,0,1000,151239
6040,Example Material-6040,1020,582699,0,0,1000,44671
6040,Example Material-6040,1100,995256,0,0,1000,364101
6040,Example Material-6040,1415,660729,0,0,1000,52166
6040,Example Material-6040,1645,219223,0,0,1000,174453
6041,Example Material-6041,1020,716203,0,0,1000,305571
6041,Example Material-6041,1100,396070,0,0,1000,210029
6041,Example Material-6041,1415,374318,0,0,1000,3951
6041,Example Material-6041,1645,306190,0,0,1000,119363
6042,Example Material-6042,1020,703677,0,0,1000,93890
6042,Example Material-6042,1100,265698,0,0,1000,228326
6042,Example Material-6042,1415,917771,0,0,1000,248905
6042,Example Material-6042,1645,212954,68600,1,1000,281554
6043,Example Material-6043,1020,580170,0,0,1000,54509
6043,Example Material-6043,1100,711541,0,0,1000,93783
6043,Example Material-6043,1415,802471,0,0,1000,129220
6043,Example Material-6043,1645,896071,0,0,1000,189865
6044,Example Material-6044,1020,991088,0,0,1000,233927
6044,Example Material-6044,1100,96407,121565,3,1000,217972
6044,Example Material-6044,1415,86310,59696,30,1000,146006
6044,Example Material-6044,1645,138129,0,0,1000,52550
6045,Example Material-6045,1020,710755,0,0,1000,272096
6045,Example Material-6045,1100,331209,0,0,1000,131205
6045,Example Material-6045,1415,690988,0,0,1000,292709
6045,Example Material-6045,1645,591184,0,0,1000,381589
6046,Example Material-6046,1020,908815,0,0,1000,148947
6046,Example Material-6046,1100,632053,0,0,1000,327773
6046,Example Material-6046,1415,44329,0,0,1000,33456
6046,Example Material-6046,1645,827967,0,0,1000,30712
6047,Example Material-6047,1020,58149,82670,10,1000,140819
6047,Example Material-6047,1100,235616,0,0,1000,124343
6047,Example Material-6047,1415,463714,0,0,1000,147104
6047,Example Material-6047,1645,608566,0,0,1000,144247
6048,Example Material-6048,1020,753950,0,0,1000,149245
6048,Example Material-6048,1100,394996,0,0,1000,374520
6048,Example Material-6048,1415,726794,0,0,1000,35322
6048,Example Material-6048,1645,868216,0,0,1000,204520
6049,Example Material-6049,1020,218950,135071,18,1000,354021
6049,Example Material-6049,1100,224660,103545,13,1000,328205
6049,Example Material-6049,1415,854347,0,0,1000,301688
6049,Example Material-6049,1645,391800,0,0,1000,169987
6050,Example Material-6050,1020,375623,0,0,1000,128411
6050,Example Material-6050,1100,406657,0,0,1000,1894
6050,Example Material-6050,1415,770482,0,0,1000,60106
6050,Example Material-6050,1645,299775,0,0,1000,228130
6051,Example Material-6051,1020,129685,125217,17,1000,254902
6051,Example Material-6051,1100,852101,0,0,1000,96726
6051,Example Material-6051,1415,540152,0,0,1000,230862
6051,Example Material-6051,1645,951382,0,0,1000,262821
6052,Example Material-6052,1020,464791,0,0,1000,281369
6052,Example Material-6052,1100,625262,0,0,1000,167442
6052,Example Material-6052,1415,653741,0,0,1000,256136
6052,Example Material-6052,1645,119950,135627,12,1000,255577
6053,Example Material-6053,1020,886322,0,0,1000,316626
6053,Example Material-6053,1100,774203,0,0,1000,108704
6053,Example Material-6053,1415,476239,0,0,1000,96640
6053,Example Material-6053,1645,796554,0,0,1000,188359
6054,Example Material-6054,1020,192940,0,0,1000,29394
6054,Example Material-6054,1100,767047,0,0,1000,234874
6054,Example Material-6054,1415,881278,0,0,1000,191463
6054,Example Material-6054,1645,474865,0,0,1000,53838
6055,Example Material-6055,1020,493817,0,0,1000,306663
6055,Example Material-6055,1100,504508,0,0,1000,224290
6055,Example Material-6055,1415,166336,0,0,1000,44743
6055,Example Material-6055,1645,916578,0,0,1000,133666
6056,Example Material-6056,1020,316876,0,0,1000,100037
6056,Example Material-6056,1100,485686,0,0,1000,392995
6056,Example Material-6056,1415,224498,0,0,1000,91047
6056,Example Material-6056,1645,372869,0,0,1000,195623
6057,Example Material-6057,1020,105651,134661,14,1000,240312
6057,Example Material-6057,1100,160472,17470,21,1000,177942
6057,Example Material-6057,1415,367642,1803,15,1000,369445
6057,Example Material-6057,1645,579943,0,0,1000,104826
6058,Example Material-6058,1020,356580,0,0,1000,2126
6058,Example Material-6058,1100,970728,0,0,1000,177938
6058,Example Material-6058,1415,632842,0,0,1000,378979
6058,Example Material-6058,1645,803669,0,0,1000,315966
6059,Example Material-6059,1020,186373,0,0,1000,41722
6059,Example Material-6059,1100,386535,0,0,1000,357337
6059,Example Material-6059,1415,855079,0,0,1000,308003
6059,Example Material-6059,1645,62375,197830,6,1000,260205
6060,Example Material-6060,1020,301303,73133,22,1000,374436
6060,Example Material-6060,1100,959678,0,0,1000,143661
6060,Example Material-6060,1415,812964,0,0,1000,267888
6060,Example Material-6060,1645,538605,0,0,1000,131477
6061,Example Material-6061,1020,144658,0,0,1000,106617
6061,Example Material-6061,1100,964991,0,0,1000,376971
6061,Example Material-6061,1415,334324,0,0,1000,184833
6061,Example Material-6061,1645,201017,0,0,1000,34416
6062,Example Material-6062,1020,331043,0,0,1000,42603
6062,Example Material-6062,1100,324473,0,0,1000,141581
6062,Example Material-6062,1415,984752,0,0,1000,35743
6062,Example Material-6062,1645,862561,0,0,1000,305850
6063,Example Material-6063,1020,285528,18094,29,1000,303622
6063,Example Material-6063,1100,587864,0,0,1000,224123
6063,Example Material-6063,1415,500997,0,0,1000,182015
6063,Example Material-6063,1645,571009,0,0,1000,143551
6064,Example Material-6064,1020,508442,0,0,1000,30499
6064,Example Material-6064,1100,879513,0,0,1000,380187
6064,Example Material-6064,1415,474822,0,0,1000,319778
6064,Example Material-6064,1645,33540,0,0,1000,582
6065,Example Material-6065,1020,584315,0,0,1000,240430
6065,Example Material-6065,1100,499910,0,0,1000,80634
6065,Example Material-6065,1415,314720,0,0,1000,41553
6065,Example Material-6065,1645,766593,0,0,1000,238179
6066,Example Material-6066,1020,26311,176595,11,1000,202906
6066,Example Material-6066,1100,100934,0,0,1000,16204
6066,Example Material-6066,1415,511018,0,0,1000,8132
6066,Example Material-6066,1645,506242,0,0,1000,66770
6067,Example Material-6067,1020,344736,0,0,1000,131038
6067,Example Material-6067,1100,53029,206585,12,1000,259614
6067,Example Material-6067,1415,560096,0,0,1000,161706
6067,Example Material-6067,1645,972918,0,0,1000,145886
6068,Example Material-6068,1020,576069,0,0,1000,28460
6068,Example Material-6068,1100,440155,0,0,1000,64342
6068,Example Material-6068,1415,64708,382,10,1000,65090
6068,Example Material-6068,1645,38631,325999,3,1000,364630
6069,Example Material-6069,1020,882494,0,0,1000,136010
6069,Example Material-6069,1100,201443,161655,16,1000,363098
6069,Example Material-6069,1415,170219,31599,29,1000,201818
6069,Example Material-6069,1645,865611,0,0,1000,383205
6070,Example Material-6070,1020,643531,0,0,1000,353398
6070,Example Material-6070,1100,273741,26132,24,1000,299873
6070,Example Material-6070,1415,472496,0,0,1000,109434
6070,Example Material-6070,1645,723705,0,0,1000,242374
6071,Example Material-6071,1020,218958,153407,14,1000,372365
6071,Example Material-6071,1100,963380,0,0,1000,337187
6071,Example Material-6071,1415,621774,0,0,1000,356602
6071,Example Material-6071,1645,429147,0,0,1000,117229
6072,Example Material-6072,1020,961839,0,0,1000,138614
6072,Example Material-6072,1100,99811,222571,6,1000,322382
6072,Example Material-6072,1415,368075,0,0,1000,275169
6072,Example Material-6072,1645,532253,0,0,1000,267338
6073,Example Material-6073,1020,630671,0,0,1000,124157
6073,Example Material-6073,1100,560341,0,0,1000,77594
6073,Example Material-6073,1415,539966,0,0,1000,283044
6073,Example Material-6073,1645,945711,0,0,1000,367638
6074,Example Material-6074,1020,426200,0,0,1000,281537
6074,Example Material-6074,1100,45985,316616,27,1000,362601
6074,Example Material-6074,1415,352527,0,0,1000,87004
6074,Example Material-6074,1645,639114,0,0,1000,71833
6075,Example Material-6075,1020,758341,0,0,1000,103556
6075,Example Material-6075,1100,77646,0,0,1000,72153
6075,Example Material-6075,1415,647627,0,0,1000,133635
6075,Example Material-6075,1645,619225,0,0,1000,13186
6076,Example Material-6076,1020,15995,259019,9,1000,275014
6076,Example Material-6076,1100,901862,0,0,1000,317391
6076,Example Material-6076,1415,482496,0,0,1000,169167
6076,Example Material-6076,1645,177639,0,0,1000,18036
6077,Example Material-6077,1020,257812,0,0,1000,31076
6077,Example Material-6077,1100,564554,0,0,1000,223783
6077,Example Material-6077,1415,972765,0,0,1000,37913
6077,Example Material-6077,1645,704803,0,0,1000,226953
6078,Example Material-6078,1020,95267,220690,16,1000,315957
6078,Example Material-6078,1100,857462,0,0,1000,105808
6078,Example Material-6078,1415,544774,0,0,1000,239679
6078,Example Material-6078,1645,589140,0,0,1000,88695
6079,Example Material-6079,1020,521442,0,0,1000,237565
6079,Example Material-6079,1100,141796,114422,12,1000,256218
6079,Example Material-6079,1415,833891,0,0,1000,125750
6079,Example Material-6079,1645,174597,0,0,1000,6927
6080,Example Material-6080,1020,226561,0,0,1000,144165
6080,Example Material-6080,1100,303386,0,0,1000,135761
6080,Example Material-6080,1415,137297,0,0,1000,42035
6080,Example Material-6080,1645,7927,88880,6,1000,96807
6081,Example Material-6081,1020,924302,0,0,1000,248640
6081,Example Material-6081,1100,990784,0,0,1000,194738
6081,Example Material-6081,1415,400681,0,0,1000,354076
6081,Example Material-6081,1645,522472,0,0,1000,370458
6082,Example Material-6082,1020,904112,0,0,1000,43631
6082,Example Material-6082,1100,998695,0,0,1000,313267
6082,Example Material-6082,1415,764424,0,0,1000,266213
6082,Example Material-6082,1645,489614,0,0,1000,377464
6083,Example Material-6083,1020,719947,0,0,1000,386533
6083,Example Material-6083,1100,548943,0,0,1000,73522
6083,Example Material-6083,1415,357574,0,0,1000,154404
6083,Example Material-6083,1645,675450,0,0,1000,187841
6084,Example Material-6084,1020,650982,0,0,1000,91360
6084,Example Material-6084,1100,508622,0,0,1000,336848
6084,Example Material-6084,1415,543682,0,0,1000,267796
6084,Example Material-6084,1645,463728,0,0,1000,313201
6085,Example Material-6085,1020,24932,138233,15,1000,163165
6085,Example Material-6085,1100,404421,0,0,1000,146408
6085,Example Material-6085,1415,71651,323791,30,1000,395442
6085,Example Material-6085,1645,331099,0,0,1000,91804
6086,Example Material-6086,1020,355594,7681,7,1000,363275
6086,Example Material-6086,1100,681288,0,0,1000,393830
6086,Example Material-6086,1415,30968,0,0,1000,11071
6086,Example Material-6086,1645,87434,277877,18,1000,365311
6087,Example Material-6087,1020,624293,0,0,1000,104958
6087,Example Material-6087,1100,303391,59388,10,1000,362779
6087,Example Material-6087,1415,266602,0,0,1000,206244
6087,Example Material-6087,1645,54748,142671,28,1000,197419
6088,Example Material-6088,1020,25708,0,0,1000,11705
6088,Example Material-6088,1100,496179,0,0,1000,20662
6088,Example Material-6088,1415,303436,54697,12,1000,358133
6088,Example Material-6088,1645,957884,0,0,1000,95789
6089,Example Material-6089,1020,796730,0,0,1000,278103
6089,Example Material-6089,1100,360476,0,0,1000,197971
6089,Example Material-6089,1415,76148,108686,3,1000,184834
6089,Example Material-6089,1645,91318,0,0,1000,375
6090,Example Material-6090,1020,539498,0,0,1000,380529
6090,Example Material-6090,1100,613508,0,0,1000,175176
6090,Example Material-6090,1415,367205,0,0,1000,329632
6090,Example Material-6090,1645,547618,0,0,1000,151303
6091,Example Material-6091,1020,114489,0,0,1000,1834
6091,Example Material-6091,1100,652292,0,0,1000,31995
6091,Example Material-6091,1415,463952,0,0,1000,91582
6091,Example Material-6091,1645,286446,0,0,1000,231357
6092,Example Material-6092,1020,218410,0,0,1000,13849
6092,Example Material-6092,1100,856862,0,0,1000,73915
6092,Example Material-6092,1415,70403,129074,18,1000,199477
6092,Example Material-6092,1645,238919,0,0,1000,13354
6093,Example Material-6093,1020,680852,0,0,1000,307738
6093,Example Material-6093,1100,698485,0,0,1000,154236
6093,Example Material-6093,1415,361586,0,0,1000,24607
6093,Example Material-6093,1645,831896,0,0,1000,268383
6094,Example Material-6094,1020,319047,0,0,1000,58298
6094,Example Material-6094,1100,215634,0,0,1000,121578
6094,Example Material-6094,1415,578819,0,0,1000,69509
6094,Example Material-6094,1645,239808,57739,10,1000,297547
6095,Example Material-6095,1020,335786,0,0,1000,203272
6095,Example Material-6095,1100,37604,118730,21,1000,156334
6095,Example Material-6095,1415,13494,351769,13,1000,365263
6095,Example Material-6095,1645,115124,223942,14,1000,339066
6096,Example Material-6096,1020,183546,0,0,1000,12396
6096,Example Material-6096,1100,307372,0,0,1000,203669
6096,Example Material-6096,1415,444769,0,0,1000,275127
6096,Example Material-6096,1645,735160,0,0,1000,167964
6097,Example Material-6097,1020,726386,0,0,1000,276682
6097,Example Material-6097,1100,966565,0,0,1000,216350
6097,Example Material-6097,1415,391470,0,0,1000,371194
6097,Example Material-6097,1645,301120,0,0,1000,291735
6098,Example Material-6098,1020,189887,5733,21,1000,195620
6098,Example Material-6098,1100,405358,0,0,1000,216961
6098,Example Material-6098,1415,445320,0,0,1000,232971
6098,Example Material-6098,1645,38136,206832,25,1000,244968
6099,Example Material-6099,1020,311667,0,0,1000,138766
6099,Example Material-6099,1100,14600,191950,2,1000,206550
6099,Example Material-6099,1415,887940,0,0,1000,70213
6099,Example Material-6099,1645,137774,0,0,1000,112757
6100,Example Material-6100,1020,289720,0,0,1000,84616
6100,Example Material-6100,1100,429188,0,0,1000,52377
6100,Example Material-6100,1415,182451,212520,11,1000,394971
6100,Example Material-6100,1645,741282,0,0,1000,127863
6101,Example Material-6101,1020,969620,0,0,1000,370614
6101,Example Material-6101,1100,614326,0,0,1000,122306
6101,Example Material-6101,1415,258212,27695,7,1000,285907
6101,Example Material-6101,1645,893352,0,0,1000,16642
6102,Example Material-6102,1020,960512,0,0,1000,321410
6102,Example Material-6102,1100,973433,0,0,1000,184113
6102,Example Material-6102,1415,193402,0,0,1000,163445
6102,Example Material-6102,1645,444420,0,0,1000,6286
6103,Example Material-6103,1020,891420,0,0,1000,137897
6103,Example Material-6103,1100,647509,0,0,1000,347196
6103,Example Material-6103,1415,238760,0,0,1000,220837
6103,Example Material-6103,1645,520912,0,0,1000,280557
6104,Example Material-6104,1020,543094,0,0,1000,336541
6104,Example Material-6104,1100,95204,42775,19,1000,137979
6104,Example Material-6104,1415,982363,0,0,1000,18904
6104,Example Material-6104,1645,958758,0,0,1000,23765
6105,Example Material-6105,1020,702087,0,0,1000,249149
6105,Example Material-6105,1100,60493,251442,19,1000,311935
6105,Example Material-6105,1415,529319,0,0,1000,96814
6105,Example Material-6105,1645,829483,0,0,1000,239218
6106,Example Material-6106,1020,188307,0,0,1000,14161
6106,Example Material-6106,1100,39810,37905,5,1000,77715
6106,Example Material-6106,1415,347239,0,0,1000,162280
6106,Example Material-6106,1645,190679,37571,20,1000,228250
6107,Example Material-6107,1020,489580,0,0,1000,243461
6107,Example Material-6107,1100,878626,0,0,1000,60777
6107,Example Material-6107,1415,528563,0,0,1000,69755
6107,Example Material-6107,1645,972470,0,0,1000,50361
6108,Example Material-6108,1020,53562,0,0,1000,10419
6108,Example Material-6108,1100,437721,0,0,1000,237031
6108,Example Material-6108,1415,191987,0,0,1000,80270
6108,Example Material-6108,1645,488274,0,0,1000,213748
6109,Example Material-6109,1020,636203,0,0,1000,199589
6109,Example Material-6109,1100,593871,0,0,1000,191399
6109,Example Material-6109,1415,177599,128904,20,1000,306503
6109,Example Material-6109,1645,107692,0,0,1000,23257
6110,Example Material-6110,1020,266719,10869,2,1000,277588
6110,Example Material-6110,1100,463264,0,0,1000,280314
6110,Example Material-6110,1415,977146,0,0,1000,302510
6110,Example Material-6110,1645,644414,0,0,1000,240773
6111,Example Material-6111,1020,20993,355206,6,1000,376199
6111,Example Material-6111,1100,274809,0,0,1000,244346
6111,Example Material-6111,1415,561172,0,0,1000,154728
6111,Example Material-6111,1645,842835,0,0,1000,172299
6112,Example Material-6112,1020,192857,90749,9,1000,283606
6112,Example Material-6112,1100,918836,0,0,1000,286272
6112,Example Material-6112,1415,595719,0,0,1000,344609
6112,Example Material-6112,1645,600443,0,0,1000,300367
6113,Example Material-6113,1020,64016,0,0,1000,2913
6113,Example Material-6113,1100,6519,354963,1,1000,361482
6113,Example Material-6113,1415,579353,0,0,1000,99272
6113,Example Material-6113,1645,490271,0,0,1000,284960
6114,Example Material-6114,1020,282843,28977,24,1000,311820
6114,Example Material-6114,1100,660472,0,0,1000,40130
6114,Example Material-6114,1415,931154,0,0,1000,17540
6114,Example Material-6114,1645,552257,0,0,1000,30092
6115,Example Material-6115,1020,390344,0,0,1000,172099
6115,Example Material-6115,1100,426380,0,0,1000,347460
6115,Example Material-6115,1415,759327,0,0,1000,243907
6115,Example Material-6115,1645,222457,0,0,1000,197913
6116,Example Material-6116,1020,208889,137922,15,1000,346811
6116,Example Material-6116,1100,811924,0,0,1000,327014
6116,Example Material-6116,1415,607600,0,0,1000,160710
6116,Example Material-6116,1645,819198,0,0,1000,310549
6117,Example Material-6117,1020,142237,211269,23,1000,353506
6117,Example Material-6117,1100,413552,0,0,1000,50218
6117,Example Material-6117,1415,658150,0,0,1000,287015
6117,Example Material-6117,1645,759296,0,0,1000,123781
6118,Example Material-6118,1020,310420,0,0,1000,138425
6118,Example Material-6118,1100,910269,0,0,1000,100555
6118,Example Material-6118,1415,800255,0,0,1000,153135
6118,Example Material-6118,1645,909425,0,0,1000,323358
6119,Example Material-6119,1020,872199,0,0,1000,230610
6119,Example Material-6119,1100,979257,0,0,1000,128001
6119,Example Material-6119,1415,479830,0,0,1000,78859
6119,Example Material-6119,1645,835280,0,0,1000,382714
6120,Example Material-6120,1020,577853,0,0,1000,223423
6120,Example Material-6120,1100,880091,0,0,1000,296111
6120,Example Material-6120,1415,513395,0,0,1000,7130
6120,Example Material-6120,1645,506401,0,0,1000,179966
6121,Example Material-6121,1020,709090,0,0,1000,143633
6121,Example Material-6121,1100,109551,243288,27,1000,352839
6121,Example Material-6121,1415,86417,204988,3,1000,291405
6121,Example Material-6121,1645,789065,0,0,1000,269976
6122,Example Material-6122,1020,271308,103432,1,1000,374740
6122,Example Material-6122,1100,380874,0,0,1000,55777
6122,Example Material-6122,1415,705241,0,0,1000,355741
6122,Example Material-6122,1645,680522,0,0,1000,205112
6123,Example Material-6123,1020,306551,0,0,1000,187959
6123,Example Material-6123,1100,302397,0,0,1000,258744
6123,Example Material-6123,1415,558776,0,0,1000,365232
6123,Example Material-6123,1645,151678,53894,10,1000,205572
6124,Example Material-6124,1020,562399,0,0,1000,324645
6124,Example Material-6124,1100,362258,0,0,1000,7590
6124,Example Material-6124,1415,720781,0,0,1000,27611
6124,Example Material-6124,1645,48757,104969,20,1000,153726
6125,Example Material-6125,1020,191912,110522,6,1000,302434
6125,Example Material-6125,1100,478992,0,0,1000,257297
6125,Example Material-6125,1415,106310,0,0,1000,63415
6125,Example Material-6125,1645,544697,0,0,1000,61343
6126,Example Material-6126,1020,790973,0,0,1000,153645
6126,Example Material-6126,1100,619368,0,0,1000,370680
6126,Example Material-6126,1415,792792,0,0,1000,247361
6126,Example Material-6126,1645,687595,0,0,1000,282470
6127,Example Material-6127,1020,336853,0,0,1000,160813
6127,Example Material-6127,1100,15818,83250,4,1000,99068
6127,Example Material-6127,1415,763432,0,0,1000,140417
6127,Example Material-6127,1645,994223,0,0,1000,217891
6128,Example Material-6128,1020,28392,76010,25,1000,104402
6128,Example Material-6128,1100,93238,97309,25,1000,190547
6128,Example Material-6128,1415,234646,0,0,1000,29091
6128,Example Material-6128,1645,30739,208213,11,1000,238952
6129,Example Material-6129,1020,527374,0,0,1000,76091
6129,Example Material-6129,1100,908408,0,0,1000,221080
6129,Example Material-6129,1415,578210,0,0,1000,50918
6129,Example Material-6129,1645,769235,0,0,1000,30148
6130,Example Material-6130,1020,175509,108845,19,1000,284354
6130,Example Material-6130,1100,375816,0,0,1000,141413
6130,Example Material-6130,1415,899938,0,0,1000,252126
6130,Example Material-6130,1645,685278,0,0,1000,303910
6131,Example Material-6131,1020,695432,0,0,1000,44002
6131,Example Material-6131,1100,400423,0,0,1000,396804
6131,Example Material-6131,1415,48657,159913,21,1000,208570
6131,Example Material-6131,1645,144277,0,0,1000,85267
6132,Example Material-6132,1020,402003,0,0,1000,206109
6132,Example Material-6132,1100,800928,0,0,1000,195890
6132,Example Material-6132,1415,606637,0,0,1000,22456
6132,Example Material-6132,1645,227072,151387,5,1000,378459
6133,Example Material-6133,1020,169181,0,0,1000,144035
6133,Example Material-6133,1100,300301,18504,14,1000,318805
6133,Example Material-6133,1415,170950,228588,11,1000,399538
6133,Example Material-6133,1645,995339,0,0,1000,202277
6134,Example Material-6134,1020,893315,0,0,1000,183335
6134,Example Material-6134,1100,170799,211686,18,1000,382485
6134,Example Material-6134,1415,38857,45444,16,1000,84301
6134,Example Material-6134,1645,219923,92618,28,1000,312541
6135,Example Material-6135,1020,733195,0,0,1000,348818
6135,Example Material-6135,1100,365363,15796,15,1000,381159
6135,Example Material-6135,1415,926633,0,0,1000,347467
6135,Example Material-6135,1645,400231,0,0,1000,79656
6136,Example Material-6136,1020,378762,0,0,1000,208510
6136,Example Material-6136,1100,945723,0,0,1000,77957
6136,Example Material-6136,1415,928253,0,0,1000,363299
6136,Example Material-6136,1645,46476,231663,23,1000,278139
6137,Example Material-6137,1020,54506,93704,11,1000,148210
6137,Example Material-6137,1100,121941,271046,7,1000,392987
6137,Example Material-6137,1415,470003,0,0,1000,194063
